"Comic Sans MS";10;True;False;1;0;1;1
243;218;85;6;15;7;0
244;56;64;7;15;7;0
245;92;64;7;15;7;0
246;178;85;6;15;7;0
247;114;85;6;15;8;1
248;50;102;6;15;7;0
249;2;85;6;15;7;0
250;74;102;6;15;7;0
251;128;64;7;15;7;0
252;82;102;6;15;7;0
253;127;22;7;19;7;0
254;180;43;6;19;7;1
255;109;22;7;19;7;0
